CustomerKey,GeographyKey,CustomerAlternateKey,Title,FirstName,MiddleName,LastName,NameStyle,BirthDate,MaritalStatus,Suffix,Gender,EmailAddress,YearlyIncome,TotalChildren,NumberChildrenAtHome,EnglishEducation,SpanishEducation,FrenchEducation,EnglishOccupation,SpanishOccupation,FrenchOccupation,HouseOwnerFlag,NumberCarsOwned,AddressLine1,AddressLine2,Phone,DateFirstPurchase,CommuteDistance
11090,338,AW00011090,NULL,Trevor,NULL,Bryant,0,1968-12-13,S,NULL,M,trevor18@adventure-works.com,90000.00,2,0,Partial College,Estudios universitarios (en curso),Baccalauréat,Professional,Profesional,Cadre,1,1,5781 Sharon Dr.,NULL,853-555-0174,2011-08-07,2-5 Miles
11091,50,AW00011091,NULL,Dalton,NULL,Perez,0,1962-10-02,M,NULL,M,dalton37@adventure-works.com,90000.00,2,0,Partial College,Estudios universitarios (en curso),Baccalauréat,Professional,Profesional,Cadre,1,1,6083 San Jose,NULL,559-555-0115,2013-01-29,5-10 Miles
11092,22,AW00011092,NULL,Cheryl,A,Diaz,0,1972-11-02,M,NULL,F,cheryl4@adventure-works.com,90000.00,2,2,Bachelors,Licenciatura,Bac + 4,Professional,Profesional,Cadre,1,0,7297 Kaywood Drive,NULL,1 (11) 500 555-0192,2011-04-08,1-2 Miles
11093,19,AW00011093,NULL,Aimee,A,He,0,1978-09-06,M,NULL,F,aimee13@adventure-works.com,100000.00,0,0,Graduate Degree,Estudios de postgrado,Bac + 3,Management,Gestión,Direction,1,0,1833 Olympic Drive,NULL,1 (11) 500 555-0161,2011-04-07,0-1 Miles
11094,33,AW00011094,NULL,Cedric,W,Ma,0,1967-09-29,S,NULL,M,cedric15@adventure-works.com,70000.00,1,0,Partial College,Estudios universitarios (en curso),Baccalauréat,Skilled Manual,Obrero especializado,Technicien,0,1,3407 Oak Brook Place,NULL,1 (11) 500 555-0115,2013-04-07,0-1 Miles
11095,13,AW00011095,NULL,Chad,NULL,Kumar,0,1968-02-29,S,NULL,M,chad9@adventure-works.com,70000.00,1,0,Partial College,Estudios universitarios (en curso),Baccalauréat,Skilled Manual,Obrero especializado,Technicien,1,1,1681 Lighthouse Way,NULL,1 (11) 500 555-0151,2011-04-01,5-10 Miles
11096,12,AW00011096,NULL,Andrés,NULL,Anand,0,1968-02-07,M,NULL,M,andrés18@adventure-works.com,60000.00,1,0,Bachelors,Licenciatura,Bac + 4,Professional,Profesional,Cadre,1,1,5423 Los Gatos Ct.,NULL,1 (11) 500 555-0184,2011-04-11,5-10 Miles
11097,40,AW00011097,NULL,Edwin,R,Nara,0,1972-10-23,M,NULL,M,edwin39@adventure-works.com,60000.00,1,0,Partial College,Estudios universitarios (en curso),Baccalauréat,Skilled Manual,Obrero especializado,Technicien,1,1,719 William Way,NULL,1 (11) 500 555-0112,2011-04-04,5-10 Miles
11098,14,AW00011098,NULL,Mallory,S,Rubio,0,1966-10-29,S,NULL,F,mallory7@adventure-works.com,60000.00,1,0,Partial College,Estudios universitarios (en curso),Baccalauréat,Skilled Manual,Obrero especializado,Technicien,0,1,6452 Harris Circle,NULL,1 (11) 500 555-0157,2013-02-11,0-1 Miles
11099,13,AW00011099,NULL,Adam,NULL,Ross,0,1966-09-05,M,NULL,M,adam2@adventure-works.com,60000.00,1,0,Bachelors,Licenciatura,Bac + 4,Professional,Profesional,Cadre,1,1,4378 Westminster Place,NULL,1 (11) 500 555-0186,2011-04-07,0-1 Miles
11100,28,AW00011100,NULL,Latasha,L,Navarro,0,1966-03-15,S,NULL,F,latasha10@adventure-works.com,60000.00,1,0,Partial College,Estudios universitarios (en curso),Baccalauréat,Skilled Manual,Obrero especializado,Technicien,1,1,6954 Ranch Road,NULL,1 (11) 500 555-0123,2011-04-16,5-10 Miles
11101,33,AW00011101,NULL,Abby,L,Sai,0,1970-11-05,S,NULL,F,abby4@adventure-works.com,70000.00,0,0,Bachelors,Licenciatura,Bac + 4,Professional,Profesional,Cadre,0,1,7074 N. Spoonwood Court,NULL,1 (11) 500 555-0174,2011-04-29,0-1 Miles
11102,18,AW00011102,NULL,Julia,L,Nelson,0,1970-10-19,S,NULL,F,julia7@adventure-works.com,80000.00,5,5,Bachelors,Licenciatura,Bac + 4,Professional,Profesional,Cadre,1,4,2196 Coat Ct.,NULL,1 (11) 500 555-0124,2013-07-16,1-2 Miles
11103,3,AW00011103,NULL,Cassie,NULL,Chande,0,1981-04-12,S,NULL,F,cassie13@adventure-works.com,70000.00,0,0,Bachelors,Licenciatura,Bac + 4,Professional,Profesional,Cadre,1,1,9448 San Marino Ct.,NULL,1 (11) 500 555-0166,2011-04-15,5-10 Miles
11104,23,AW00011104,NULL,Edgar,A,Sara,0,1975-03-08,M,NULL,M,edgar11@adventure-works.com,70000.00,0,0,Bachelors,Licenciatura,Bac + 4,Professional,Profesional,Cadre,0,1,6127 Lilly Lane,NULL,1 (11) 500 555-0125,2011-05-04,0-1 Miles
11105,8,AW00011105,NULL,Candace,NULL,Fernandez,0,1970-06-27,S,NULL,F,candace15@adventure-works.com,70000.00,0,0,Bachelors,Licenciatura,Bac + 4,Professional,Profesional,Cadre,0,1,5029 Blue Ridge,NULL,1 (11) 500 555-0162,2011-05-14,5-10 Miles
11106,40,AW00011106,NULL,Jessie,NULL,Liu,0,1970-03-11,S,NULL,M,jessie9@adventure-works.com,70000.00,0,0,Bachelors,Licenciatura,Bac + 4,Professional,Profesional,Cadre,0,1,3063 Blue Jay Drive,NULL,1 (11) 500 555-0163,2011-05-18,5-10 Miles
11107,17,AW00011107,NULL,Bianca,NULL,Lin,0,1976-03-04,M,NULL,F,bianca7@adventure-works.com,90000.00,1,0,Bachelors,Licenciatura,Bac + 4,Professional,Profesional,Cadre,1,1,7530 Eola,NULL,1 (11) 500 555-0121,2011-05-01,5-10 Miles
11108,13,AW00011108,NULL,Kari,C,Alvarez,0,1969-01-10,S,NULL,F,kari25@adventure-works.com,70000.00,0,0,Bachelors,Licenciatura,Bac + 4,Professional,Profesional,Cadre,0,2,9178 Thornhill Place,NULL,1 (11) 500 555-0169,2011-05-03,0-1 Miles
11109,38,AW00011109,NULL,Ruben,D,Kapoor,0,1980-04-30,S,NULL,M,ruben1@adventure-works.com,70000.00,0,0,Bachelors,Licenciatura,Bac + 4,Professional,Profesional,Cadre,0,2,1984 Glendale Circle,NULL,1 (11) 500 555-0132,2011-05-10,0-1 Miles
11110,3,AW00011110,NULL,Curtis,NULL,Yang,0,1967-12-04,M,NULL,M,curtis5@adventure-works.com,60000.00,1,0,Partial College,Estudios universitarios (en curso),Baccalauréat,Skilled Manual,Obrero especializado,Technicien,1,1,4052 Mt. Wilson Way,NULL,1 (11) 500 555-0127,2011-05-01,5-10 Miles
11111,34,AW00011111,NULL,Meredith,T,Gutierrez,0,1967-08-23,M,NULL,F,meredith34@adventure-works.com,60000.00,1,0,Partial College,Estudios universitarios (en curso),Baccalauréat,Skilled Manual,Obrero especializado,Technicien,1,1,7610 Northridge Ct.,NULL,1 (11) 500 555-0179,2011-05-20,0-1 Miles
11112,25,AW00011112,NULL,Crystal,C,Wang,0,1968-03-08,M,NULL,F,crystal3@adventure-works.com,60000.00,1,0,Partial College,Estudios universitarios (en curso),Baccalauréat,Skilled Manual,Obrero especializado,Technicien,1,1,2773 Kirkwood Dr,NULL,1 (11) 500 555-0134,2011-05-25,0-1 Miles
11113,30,AW00011113,NULL,Micheal,A,Blanco,0,1973-02-17,M,NULL,M,micheal11@adventure-works.com,70000.00,5,4,Bachelors,Licenciatura,Bac + 4,Professional,Profesional,Cadre,1,2,596 Marfargoa Drive,NULL,1 (11) 500 555-0131,2013-02-01,5-10 Miles
11114,14,AW00011114,NULL,Leslie,C,Moreno,0,1967-11-25,S,NULL,F,leslie7@adventure-works.com,70000.00,5,4,Partial College,Estudios universitarios (en curso),Baccalauréat,Skilled Manual,Obrero especializado,Technicien,1,2,7941 Cristobal,NULL,1 (11) 500 555-0115,2013-03-18,5-10 Miles
11115,17,AW00011115,NULL,Alvin,D,Cai,0,1967-08-12,M,NULL,M,alvin20@adventure-works.com,70000.00,5,4,Partial College,Estudios universitarios (en curso),Baccalauréat,Skilled Manual,Obrero especializado,Technicien,1,2,7759 Azalea Avenue,NULL,1 (11) 500 555-0191,2013-02-10,0-1 Miles
11116,18,AW00011116,NULL,Clinton,E,Carlson,0,1979-04-02,M,NULL,M,clinton14@adventure-works.com,70000.00,5,4,Partial College,Estudios universitarios (en curso),Baccalauréat,Skilled Manual,Obrero especializado,Technicien,1,2,7943 Cunha Ct.,NULL,1 (11) 500 555-0184,2013-03-15,5-10 Miles
11117,8,AW00011117,NULL,April,NULL,Deng,0,1966-08-21,M,NULL,F,april1@adventure-works.com,70000.00,5,4,Partial College,Estudios universitarios (en curso),Baccalauréat,Skilled Manual,Obrero especializado,Technicien,1,3,485 Ash Lane,NULL,1 (11) 500 555-0182,2011-05-06,10+ Miles
11118,6,AW00011118,NULL,Alvin,M,Zeng,0,1962-12-31,S,NULL,M,alvin21@adventure-works.com,80000.00,1,0,Partial College,Estudios universitarios (en curso),Baccalauréat,Skilled Manual,Obrero especializado,Technicien,0,1,3853 Wildcat Circle,Unit 13c12,1 (11) 500 555-0174,2013-07-10,0-1 Miles
11119,13,AW00011119,NULL,Evan,V,James,0,1940-10-07,S,NULL,M,evan8@adventure-works.com,30000.00,2,0,Partial College,Estudios universitarios (en curso),Baccalauréat,Clerical,Administrativo,Employé,0,2,4157 Sierra Ridge,NULL,1 (11) 500 555-0187,2013-02-03,0-1 Miles
11120,18,AW00011120,NULL,Beth,H,Jiménez,0,1942-02-06,S,NULL,F,beth8@adventure-works.com,40000.00,2,0,Bachelors,Licenciatura,Bac + 4,Management,Gestión,Direction,1,1,7401 Las Palmas,NULL,1 (11) 500 555-0164,2011-05-14,5-10 Miles
11121,10,AW00011121,NULL,Orlando,NULL,Suarez,0,1966-05-18,M,NULL,M,orlando19@adventure-works.com,70000.00,5,4,Partial College,Estudios universitarios (en curso),Baccalauréat,Skilled Manual,Obrero especializado,Technicien,1,3,7743 Hames Dr,NULL,1 (11) 500 555-0198,2013-06-24,10+ Miles
11122,12,AW00011122,NULL,Byron,NULL,Vazquez,0,1965-09-30,M,NULL,M,byron9@adventure-works.com,70000.00,5,4,Partial College,Estudios universitarios (en curso),Baccalauréat,Skilled Manual,Obrero especializado,Technicien,1,3,3187 Hackamore Lane,NULL,1 (11) 500 555-0136,2013-02-21,5-10 Miles
11123,39,AW00011123,NULL,Philip,A,Alvarez,0,1965-12-18,M,NULL,M,philip4@adventure-works.com,70000.00,5,4,Partial College,Estudios universitarios (en curso),Baccalauréat,Skilled Manual,Obrero especializado,Technicien,1,3,2775 Mt. Olivet Pl.,NULL,1 (11) 500 555-0191,2013-04-17,10+ Miles
11124,40,AW00011124,NULL,Ross,F,Jordan,0,1968-07-23,S,NULL,M,ross1@adventure-works.com,80000.00,1,0,Partial College,Estudios universitarios (en curso),Baccalauréat,Skilled Manual,Obrero especializado,Technicien,1,1,6973 Dublin Court,NULL,1 (11) 500 555-0126,2011-05-05,5-10 Miles
11125,37,AW00011125,NULL,Dana,J,Navarro,0,1961-10-06,S,NULL,F,dana2@adventure-works.com,70000.00,1,0,Partial College,Estudios universitarios (en curso),Baccalauréat,Skilled Manual,Obrero especializado,Technicien,1,1,8481 Zartop Street,NULL,1 (11) 500 555-0172,2013-01-31,5-10 Miles
11126,11,AW00011126,NULL,Shaun,NULL,Carson,0,1954-10-05,M,NULL,M,shaun16@adventure-works.com,10000.00,2,1,High School,Educación secundaria,Bac + 2,Skilled Manual,Obrero especializado,Technicien,0,2,57 Wolf Way,NULL,1 (11) 500 555-0155,2011-05-28,0-1 Miles
11127,361,AW00011127,NULL,Jan,NULL,Edwards,0,1981-04-19,M,NULL,F,jan11@adventure-works.com,40000.00,0,0,High School,Educación secundaria,Bac + 2,Skilled Manual,Obrero especializado,Technicien,1,1,9409 The Alameda,NULL,111-555-0118,2013-04-10,5-10 Miles
11128,635,AW00011128,NULL,Samantha,NULL,Long,0,1981-06-03,M,NULL,F,samantha35@adventure-works.com,40000.00,0,0,High School,Educación secundaria,Bac + 2,Skilled Manual,Obrero especializado,Technicien,1,1,1606 Alderwood Lane,NULL,175-555-0139,2013-06-19,5-10 Miles
11129,638,AW00011129,NULL,Julia,M,Wright,0,1981-02-01,S,NULL,F,julia17@adventure-works.com,40000.00,0,0,High School,Educación secundaria,Bac + 2,Skilled Manual,Obrero especializado,Technicien,1,1,7397 Central Blvd.,NULL,456-555-0174,2011-08-06,5-10 Miles
11130,543,AW00011130,NULL,Caroline,L,Russell,0,1985-07-05,M,NULL,F,caroline21@adventure-works.com,30000.00,0,0,High School,Educación secundaria,Bac + 2,Skilled Manual,Obrero especializado,Technicien,1,2,3884 Bates Court,NULL,424-555-0137,2013-12-09,5-10 Miles
11131,50,AW00011131,NULL,Amanda,NULL,Rivera,0,1985-09-09,M,NULL,F,amanda7@adventure-works.com,30000.00,0,0,High School,Educación secundaria,Bac + 2,Skilled Manual,Obrero especializado,Technicien,0,2,9573 Royal Oak Rd.,NULL,918-555-0126,2013-10-18,0-1 Miles
11132,51,AW00011132,NULL,Melissa,E,Richardson,0,1986-04-25,S,NULL,F,melissa31@adventure-works.com,30000.00,0,0,High School,Educación secundaria,Bac + 2,Skilled Manual,Obrero especializado,Technicien,0,2,6832 Fruitwood Dr,NULL,928-555-0118,2013-04-09,5-10 Miles
11133,542,AW00011133,NULL,Angela,NULL,Griffin,0,1986-03-08,S,NULL,F,angela23@adventure-works.com,30000.00,0,0,Partial High School,Educación secundaria (en curso),Niveau bac,Clerical,Administrativo,Employé,0,2,3828 Baltic Sea Ct,NULL,598-555-0174,2013-12-30,0-1 Miles
11134,30,AW00011134,NULL,Larry,D,Townsend,0,1957-02-22,S,NULL,M,larry14@adventure-works.com,10000.00,5,0,High School,Educación secundaria,Bac + 2,Skilled Manual,Obrero especializado,Technicien,1,2,7034 Carson,NULL,1 (11) 500 555-0130,2011-05-03,5-10 Miles
11135,302,AW00011135,NULL,Marcus,L,Harris,0,1985-05-02,S,NULL,M,marcus14@adventure-works.com,30000.00,0,0,Partial High School,Educación secundaria (en curso),Niveau bac,Clerical,Administrativo,Employé,0,2,9068 Quiet Place Drive,NULL,442-555-0119,2013-04-18,5-10 Miles
11136,53,AW00011136,NULL,Brianna,D,Morgan,0,1984-04-24,S,NULL,F,brianna30@adventure-works.com,40000.00,0,0,High School,Educación secundaria,Bac + 2,Skilled Manual,Obrero especializado,Technicien,0,2,9005 Eagle Ct.,NULL,954-555-0117,2013-01-03,0-1 Miles
11137,641,AW00011137,NULL,Jasmine,A,Taylor,0,1984-01-17,M,NULL,F,jasmine7@adventure-works.com,40000.00,0,0,High School,Educación secundaria,Bac + 2,Skilled Manual,Obrero especializado,Technicien,1,2,2457 Matterhorn Court,NULL,557-555-0146,2013-07-31,5-10 Miles
11138,325,AW00011138,NULL,Lauren,NULL,Davis,0,1984-03-14,M,NULL,F,lauren23@adventure-works.com,40000.00,0,0,High School,Educación secundaria,Bac + 2,Skilled Manual,Obrero especializado,Technicien,0,2,8105 Pembrook Court,NULL,832-555-0121,2013-09-19,0-1 Miles
11139,28,AW00011139,NULL,Tanya,NULL,Moreno,0,1949-11-05,S,NULL,F,tanya2@adventure-works.com,30000.00,2,0,Partial College,Estudios universitarios (en curso),Baccalauréat,Clerical,Administrativo,Employé,0,2,6155 Wilbur Drive,NULL,1 (11) 500 555-0185,2013-09-14,5-10 Miles
11140,301,AW00011140,NULL,Javier,L,Alvarez,0,1982-08-11,S,NULL,M,javier1@adventure-works.com,30000.00,0,0,Partial High School,Educación secundaria (en curso),Niveau bac,Clerical,Administrativo,Employé,0,2,8935 Etcheverry Dr.,NULL,763-555-0134,2013-03-19,5-10 Miles
11141,314,AW00011141,NULL,Nicole,NULL,Ramirez,0,1982-12-19,M,NULL,F,nicole42@adventure-works.com,40000.00,0,0,High School,Educación secundaria,Bac + 2,Skilled Manual,Obrero especializado,Technicien,0,2,1101 C Street,NULL,152-555-0162,2013-05-16,0-1 Miles
11142,51,AW00011142,NULL,Eduardo,NULL,Patterson,0,1983-02-11,S,NULL,M,eduardo55@adventure-works.com,40000.00,0,0,High School,Educación secundaria,Bac + 2,Skilled Manual,Obrero especializado,Technicien,0,2,6255 Macalvey Dr.,NULL,190-555-0184,2013-02-13,0-1 Miles
11143,334,AW00011143,NULL,Jonathan,M,Henderson,0,1982-08-04,M,NULL,M,jonathan4@adventure-works.com,40000.00,0,0,High School,Educación secundaria,Bac + 2,Skilled Manual,Obrero especializado,Technicien,1,2,165 East Lane Road,NULL,149-555-0113,2013-06-15,5-10 Miles
11144,607,AW00011144,NULL,Edward,NULL,Hernandez,0,1985-03-08,S,NULL,M,edward48@adventure-works.com,40000.00,0,0,High School,Educación secundaria,Bac + 2,Skilled Manual,Obrero especializado,Technicien,0,2,7607 Pine Hollow Road,NULL,178-555-0196,2013-01-25,0-1 Miles
11145,536,AW00011145,NULL,Jasmine,L,Coleman,0,1985-06-06,S,NULL,F,jasmine46@adventure-works.com,40000.00,0,0,High School,Educación secundaria,Bac + 2,Skilled Manual,Obrero especializado,Technicien,0,2,1961 Oak Grove Road,NULL,857-555-0115,2013-01-25,0-1 Miles
11146,8,AW00011146,NULL,Karla,L,Goel,0,1945-02-22,S,NULL,F,karla20@adventure-works.com,40000.00,2,0,Bachelors,Licenciatura,Bac + 4,Management,Gestión,Direction,1,2,3272 Corrie Lane,NULL,1 (11) 500 555-0137,2013-02-05,5-10 Miles
11147,40,AW00011147,NULL,Ernest,L,Wu,0,1944-08-04,M,NULL,M,ernest6@adventure-works.com,60000.00,2,0,Graduate Degree,Estudios de postgrado,Bac + 3,Management,Gestión,Direction,1,1,1832 RiverRock Dr,NULL,1 (11) 500 555-0139,2011-05-13,0-1 Miles
11148,22,AW00011148,NULL,Ross,NULL,Vazquez,0,1947-02-13,M,NULL,M,ross32@adventure-works.com,40000.00,2,0,Bachelors,Licenciatura,Bac + 4,Management,Gestión,Direction,1,2,1201 Paso Del Rio Way,NULL,1 (11) 500 555-0163,2013-03-07,5-10 Miles
11149,25,AW00011149,NULL,Theodore,NULL,Gill,0,1946-10-18,M,NULL,M,theodore14@adventure-works.com,40000.00,2,0,Bachelors,Licenciatura,Bac + 4,Management,Gestión,Direction,1,2,9120 Pinewood Court,NULL,1 (11) 500 555-0194,2013-06-04,0-1 Miles
11150,39,AW00011150,NULL,Russell,M,Shen,0,1946-09-12,S,NULL,M,russell6@adventure-works.com,40000.00,2,0,Bachelors,Licenciatura,Bac + 4,Management,Gestión,Direction,1,2,4755 Easley Drive,NULL,1 (11) 500 555-0191,2013-03-27,5-10 Miles
11151,18,AW00011151,NULL,Melinda,G,Gill,0,1947-08-25,S,NULL,F,melinda9@adventure-works.com,60000.00,2,0,Graduate Degree,Estudios de postgrado,Bac + 3,Management,Gestión,Direction,0,1,805 Rainier Dr.,NULL,1 (11) 500 555-0117,2011-05-15,0-1 Miles
11152,633,AW00011152,NULL,James,J,Williams,0,1981-07-09,S,NULL,M,james77@adventure-works.com,40000.00,0,0,High School,Educación secundaria,Bac + 2,Skilled Manual,Obrero especializado,Technicien,1,2,6827 Seagull Court,NULL,355-555-0153,2013-01-09,5-10 Miles
11153,635,AW00011153,NULL,Angela,R,James,0,1981-12-21,M,NULL,F,angela34@adventure-works.com,40000.00,0,0,High School,Educación secundaria,Bac + 2,Skilled Manual,Obrero especializado,Technicien,1,2,8877 Weatherly Drive,NULL,847-555-0111,2013-03-29,5-10 Miles
11154,553,AW00011154,NULL,Megan,G,Walker,0,1982-02-18,S,NULL,F,megan25@adventure-works.com,40000.00,0,0,Partial College,Estudios universitarios (en curso),Baccalauréat,Skilled Manual,Obrero especializado,Technicien,1,1,6898 Holiday Hills,NULL,918-555-0186,2013-01-10,5-10 Miles
11155,301,AW00011155,NULL,Hunter,J,Robinson,0,1981-07-25,S,NULL,M,hunter50@adventure-works.com,40000.00,0,0,Partial College,Estudios universitarios (en curso),Baccalauréat,Skilled Manual,Obrero especializado,Technicien,0,1,8356 Mori Court,NULL,891-555-0125,2013-01-06,1-2 Miles
11156,334,AW00011156,NULL,Maria,NULL,Roberts,0,1981-08-06,S,NULL,F,maria47@adventure-works.com,40000.00,0,0,Partial College,Estudios universitarios (en curso),Baccalauréat,Skilled Manual,Obrero especializado,Technicien,0,1,9452 Mariposa Ct.,NULL,158-555-0199,2013-01-08,1-2 Miles
11157,642,AW00011157,NULL,Hannah,E,Long,0,1980-12-08,M,NULL,F,hannah32@adventure-works.com,40000.00,0,0,High School,Educación secundaria,Bac + 2,Skilled Manual,Obrero especializado,Technicien,1,2,1832 Preston Ct.,NULL,974-555-0177,2013-07-24,5-10 Miles
11158,361,AW00011158,NULL,Jason,K,Wright,0,1981-04-06,S,NULL,M,jason46@adventure-works.com,40000.00,0,0,High School,Educación secundaria,Bac + 2,Skilled Manual,Obrero especializado,Technicien,1,2,6771 Bundros Court,NULL,694-555-0176,2013-01-19,5-10 Miles
11159,385,AW00011159,NULL,Brianna,A,Hughes,0,1981-03-16,S,NULL,F,brianna57@adventure-works.com,40000.00,0,0,High School,Educación secundaria,Bac + 2,Skilled Manual,Obrero especializado,Technicien,0,2,6793 Bonifacio St.,NULL,319-555-0183,2013-09-08,1-2 Miles
11160,311,AW00011160,NULL,Maurice,M,Tang,0,1979-07-08,S,NULL,M,maurice4@adventure-works.com,40000.00,0,0,Partial College,Estudios universitarios (en curso),Baccalauréat,Skilled Manual,Obrero especializado,Technicien,0,1,2886 Chaparral Court,Space # 45,947-555-0172,2013-02-21,5-10 Miles
11161,311,AW00011161,NULL,Emily,NULL,Wood,0,1979-10-20,S,NULL,F,emily27@adventure-works.com,40000.00,0,0,Partial College,Estudios universitarios (en curso),Baccalauréat,Skilled Manual,Obrero especializado,Technicien,0,1,1562 Black Walnut,NULL,184-555-0114,2013-06-01,1-2 Miles
11162,331,AW00011162,NULL,Chase,NULL,Cox,0,1979-09-02,S,NULL,M,chase10@adventure-works.com,40000.00,0,0,Partial College,Estudios universitarios (en curso),Baccalauréat,Skilled Manual,Obrero especializado,Technicien,1,1,P.O. Box 8070,NULL,764-555-0116,2013-02-18,5-10 Miles
11163,372,AW00011163,NULL,Gabriel,NULL,Wang,0,1980-06-18,M,NULL,M,gabriel21@adventure-works.com,40000.00,0,0,Partial College,Estudios universitarios (en curso),Baccalauréat,Skilled Manual,Obrero especializado,Technicien,1,1,8002 Crane Court,NULL,617-555-0150,2013-05-01,5-10 Miles
11164,374,AW00011164,NULL,Devin,NULL,Brooks,0,1979-11-02,S,NULL,M,devin63@adventure-works.com,40000.00,0,0,Partial College,Estudios universitarios (en curso),Baccalauréat,Skilled Manual,Obrero especializado,Technicien,0,1,4231 Highland Dr.,NULL,502-555-0138,2013-04-27,1-2 Miles
11165,348,AW00011165,NULL,Jocelyn,NULL,Alexander,0,1979-01-15,M,NULL,F,jocelyn18@adventure-works.com,60000.00,0,0,Partial College,Estudios universitarios (en curso),Baccalauréat,Skilled Manual,Obrero especializado,Technicien,0,1,3376 Bank Way,NULL,354-555-0134,2013-05-25,1-2 Miles
11166,631,AW00011166,NULL,Ashley,NULL,Martinez,0,1977-10-22,S,NULL,F,ashley18@adventure-works.com,70000.00,0,0,Partial College,Estudios universitarios (en curso),Baccalauréat,Skilled Manual,Obrero especializado,Technicien,0,2,6993 Whyte Park Ave.,NULL,131-555-0194,2013-10-14,0-1 Miles
11167,618,AW00011167,NULL,Jasmine,J,Barnes,0,1978-01-29,S,NULL,F,jasmine43@adventure-works.com,80000.00,0,0,Bachelors,Licenciatura,Bac + 4,Management,Gestión,Direction,0,1,9183 Via Del Sol,NULL,178-555-0156,2013-01-07,0-1 Miles
11168,348,AW00011168,NULL,David,NULL,Rodriguez,0,1973-11-12,S,NULL,M,david83@adventure-works.com,80000.00,0,0,Bachelors,Licenciatura,Bac + 4,Management,Gestión,Direction,0,1,38 Shangri-la Rd.,NULL,730-555-0128,2013-01-15,0-1 Miles
11169,312,AW00011169,NULL,Bryce,NULL,Richardson,0,1973-12-20,M,NULL,M,bryce8@adventure-works.com,90000.00,4,4,Bachelors,Licenciatura,Bac + 4,Management,Gestión,Direction,1,1,1841 Blackwood Drive,NULL,178-555-0176,2013-05-26,0-1 Miles
11170,612,AW00011170,NULL,Carol,T,Howard,0,1973-08-04,M,NULL,F,carol5@adventure-works.com,90000.00,4,4,Bachelors,Licenciatura,Bac + 4,Management,Gestión,Direction,1,1,6281 Edward Ave,NULL,845-555-0127,2013-08-26,0-1 Miles
11171,385,AW00011171,NULL,Jonathan,E,Hill,0,1978-10-05,S,NULL,M,jonathan43@adventure-works.com,100000.00,1,0,Bachelors,Licenciatura,Bac + 4,Management,Gestión,Direction,1,2,3731 Chinquapin Ct,NULL,134-555-0196,2011-08-20,1-2 Miles
